,criterion,max_depth,max_features,min_impurity_decrease,n_estimators,Accuracy
212,entropy,4.0,log2,4.0,1,0.5841194968553458
213,entropy,4.0,log2,4.0,10,0.5841194968553458
214,entropy,4.0,log2,4.0,100,0.5841194968553458
215,entropy,4.0,log2,4.0,1000,0.5841194968553458
216,entropy,4.0,log2,5.0,1,0.5841194968553458
217,entropy,4.0,log2,5.0,10,0.5841194968553458
218,entropy,4.0,log2,5.0,100,0.5841194968553458
219,entropy,4.0,log2,5.0,1000,0.5841194968553458
220,entropy,,1,3.0,1,0.5841194968553458
221,entropy,,1,2.0,1000,0.5841194968553458
222,entropy,,1,2.0,100,0.5841194968553458
223,entropy,,1,2.0,10,0.5841194968553458
224,entropy,4.0,,1.0,1,0.5841194968553458
225,entropy,4.0,,1.0,10,0.5841194968553458
226,entropy,,1,2.0,1,0.5841194968553458
227,entropy,,1,1.0,1000,0.5841194968553458
228,entropy,,1,1.0,100,0.5841194968553458
229,entropy,,1,1.0,10,0.5841194968553458
230,entropy,4.0,1,1.0,1,0.5841194968553458
231,entropy,4.0,,1.0,1000,0.5841194968553458
232,entropy,4.0,,2.0,1,0.5841194968553458
233,entropy,4.0,,2.0,10,0.5841194968553458
234,entropy,4.0,,2.0,100,0.5841194968553458
235,entropy,4.0,,1.0,100,0.5841194968553458
236,entropy,4.0,1,3.0,100,0.5841194968553458
237,entropy,4.0,1,1.0,10,0.5841194968553458
238,entropy,,,3.0,1,0.5841194968553458
239,entropy,4.0,10,2.0,10,0.5841194968553458
240,entropy,4.0,10,2.0,100,0.5841194968553458
241,entropy,4.0,10,2.0,1000,0.5841194968553458
242,entropy,4.0,10,3.0,1,0.5841194968553458
243,entropy,4.0,10,3.0,10,0.5841194968553458
244,entropy,4.0,10,3.0,100,0.5841194968553458
245,entropy,4.0,10,3.0,1000,0.5841194968553458
246,entropy,4.0,10,4.0,1,0.5841194968553458
247,entropy,4.0,10,4.0,10,0.5841194968553458
248,entropy,4.0,10,4.0,100,0.5841194968553458
249,entropy,,,3.0,100,0.5841194968553458
250,entropy,,,3.0,10,0.5841194968553458
251,entropy,4.0,10,4.0,1000,0.5841194968553458
252,entropy,4.0,1,1.0,100,0.5841194968553458
253,entropy,4.0,10,5.0,1,0.5841194968553458
254,entropy,4.0,10,5.0,10,0.5841194968553458
255,entropy,4.0,10,5.0,100,0.5841194968553458
256,entropy,4.0,10,5.0,1000,0.5841194968553458
257,entropy,,,2.0,1000,0.5841194968553458
258,entropy,,,2.0,100,0.5841194968553458
259,entropy,5.0,sqrt,1.0,1,0.5841194968553458
260,entropy,5.0,sqrt,1.0,10,0.5841194968553458
261,entropy,5.0,sqrt,1.0,100,0.5841194968553458
262,entropy,5.0,sqrt,1.0,1000,0.5841194968553458
263,entropy,5.0,sqrt,2.0,1,0.5841194968553458
264,entropy,5.0,sqrt,2.0,10,0.5841194968553458
265,entropy,4.0,10,2.0,1,0.5841194968553458
266,entropy,4.0,10,1.0,1000,0.5841194968553458
267,entropy,4.0,10,1.0,100,0.5841194968553458
268,entropy,4.0,10,1.0,10,0.5841194968553458
269,entropy,4.0,1,1.0,1000,0.5841194968553458
270,entropy,4.0,1,2.0,1,0.5841194968553458
271,entropy,4.0,1,2.0,10,0.5841194968553458
272,entropy,4.0,1,2.0,100,0.5841194968553458
273,entropy,4.0,1,2.0,1000,0.5841194968553458
274,entropy,4.0,1,3.0,1,0.5841194968553458
275,entropy,4.0,1,3.0,10,0.5841194968553458
276,entropy,4.0,log2,3.0,1,0.5841194968553458
277,entropy,4.0,1,3.0,1000,0.5841194968553458
278,entropy,4.0,1,4.0,1,0.5841194968553458
279,entropy,4.0,1,4.0,10,0.5841194968553458
280,entropy,4.0,1,4.0,100,0.5841194968553458
281,entropy,4.0,1,4.0,1000,0.5841194968553458
282,entropy,4.0,1,5.0,1,0.5841194968553458
283,entropy,4.0,1,5.0,10,0.5841194968553458
284,entropy,4.0,1,5.0,100,0.5841194968553458
285,entropy,,,5.0,10,0.5841194968553458
286,entropy,,,5.0,1,0.5841194968553458
287,entropy,,,4.0,1000,0.5841194968553458
288,entropy,,,4.0,100,0.5841194968553458
289,entropy,4.0,1,5.0,1000,0.5841194968553458
290,entropy,,,4.0,10,0.5841194968553458
291,entropy,,,4.0,1,0.5841194968553458
292,entropy,,,3.0,1000,0.5841194968553458
293,entropy,4.0,10,1.0,1,0.5841194968553458
294,entropy,4.0,log2,3.0,10,0.5841194968553458
295,entropy,4.0,log2,1.0,100,0.5841194968553458
296,entropy,4.0,log2,2.0,1000,0.5841194968553458
297,entropy,3.0,1,5.0,10,0.5841194968553458
298,entropy,3.0,1,2.0,10,0.5841194968553458
299,entropy,3.0,1,2.0,100,0.5841194968553458
300,entropy,3.0,1,2.0,1000,0.5841194968553458
301,entropy,3.0,1,3.0,1,0.5841194968553458
302,entropy,3.0,1,3.0,10,0.5841194968553458
303,entropy,3.0,1,3.0,100,0.5841194968553458
304,entropy,3.0,1,3.0,1000,0.5841194968553458
305,entropy,3.0,1,4.0,1,0.5841194968553458
306,entropy,3.0,1,4.0,10,0.5841194968553458
307,entropy,3.0,1,4.0,100,0.5841194968553458
308,entropy,3.0,1,4.0,1000,0.5841194968553458
309,entropy,3.0,1,5.0,1,0.5841194968553458
310,entropy,,10,4.0,1,0.5841194968553458
311,entropy,3.0,1,1.0,1000,0.5841194968553458
312,entropy,,10,3.0,1000,0.5841194968553458
313,entropy,,10,3.0,100,0.5841194968553458
314,entropy,,10,3.0,10,0.5841194968553458
315,entropy,3.0,1,5.0,100,0.5841194968553458
316,entropy,3.0,1,5.0,1000,0.5841194968553458
317,entropy,,10,3.0,1,0.5841194968553458
318,entropy,,10,2.0,1000,0.5841194968553458
319,entropy,,10,2.0,100,0.5841194968553458
320,entropy,3.0,10,1.0,1,0.5841194968553458
321,entropy,3.0,10,1.0,10,0.5841194968553458
322,entropy,3.0,10,1.0,100,0.5841194968553458
323,entropy,3.0,10,1.0,1000,0.5841194968553458
324,entropy,3.0,1,2.0,1,0.5841194968553458
325,entropy,3.0,1,1.0,100,0.5841194968553458
326,entropy,4.0,log2,2.0,100,0.5841194968553458
327,entropy,3.0,,3.0,1000,0.5841194968553458
328,entropy,,10,5.0,100,0.5841194968553458
329,entropy,,10,5.0,10,0.5841194968553458
330,entropy,,10,5.0,1,0.5841194968553458
331,entropy,3.0,,1.0,100,0.5841194968553458
332,entropy,3.0,,1.0,1000,0.5841194968553458
333,entropy,3.0,,2.0,1,0.5841194968553458
334,entropy,3.0,,2.0,10,0.5841194968553458
335,entropy,3.0,,2.0,100,0.5841194968553458
336,entropy,3.0,,2.0,1000,0.5841194968553458
337,entropy,3.0,,3.0,1,0.5841194968553458
338,entropy,3.0,,3.0,10,0.5841194968553458
339,entropy,3.0,,3.0,100,0.5841194968553458
340,entropy,3.0,,4.0,1,0.5841194968553458
341,entropy,3.0,1,1.0,10,0.5841194968553458
342,entropy,3.0,,4.0,10,0.5841194968553458
343,entropy,3.0,,4.0,100,0.5841194968553458
344,entropy,3.0,,4.0,1000,0.5841194968553458
345,entropy,3.0,,5.0,1,0.5841194968553458
346,entropy,3.0,,5.0,10,0.5841194968553458
347,entropy,3.0,,5.0,100,0.5841194968553458
348,entropy,3.0,,5.0,1000,0.5841194968553458
349,entropy,3.0,1,0.0,1,0.5841194968553458
350,entropy,,10,4.0,1000,0.5841194968553458
351,entropy,,10,4.0,100,0.5841194968553458
352,entropy,,10,4.0,10,0.5841194968553458
353,entropy,3.0,1,1.0,1,0.5841194968553458
354,entropy,3.0,10,2.0,1,0.5841194968553458
355,entropy,3.0,10,2.0,10,0.5841194968553458
356,entropy,3.0,10,2.0,100,0.5841194968553458
357,entropy,4.0,sqrt,5.0,1000,0.5841194968553458
358,entropy,,1,5.0,100,0.5841194968553458
359,entropy,,1,5.0,10,0.5841194968553458
360,entropy,,1,5.0,1,0.5841194968553458
361,entropy,4.0,sqrt,3.0,100,0.5841194968553458
362,entropy,4.0,sqrt,3.0,1000,0.5841194968553458
363,entropy,4.0,sqrt,4.0,1,0.5841194968553458
364,entropy,4.0,sqrt,4.0,10,0.5841194968553458
365,entropy,4.0,sqrt,4.0,100,0.5841194968553458
366,entropy,4.0,sqrt,4.0,1000,0.5841194968553458
367,entropy,4.0,sqrt,5.0,1,0.5841194968553458
368,entropy,4.0,sqrt,5.0,10,0.5841194968553458
369,entropy,4.0,sqrt,5.0,100,0.5841194968553458
370,entropy,,1,4.0,1000,0.5841194968553458
371,entropy,3.0,10,2.0,1000,0.5841194968553458
372,entropy,,1,4.0,100,0.5841194968553458
373,entropy,,1,4.0,10,0.5841194968553458
374,entropy,4.0,log2,1.0,1,0.5841194968553458
375,entropy,4.0,log2,1.0,10,0.5841194968553458
376,entropy,5.0,sqrt,2.0,1000,0.5841194968553458
377,entropy,4.0,log2,1.0,1000,0.5841194968553458
378,entropy,4.0,log2,2.0,1,0.5841194968553458
379,entropy,4.0,log2,2.0,10,0.5841194968553458
380,entropy,,1,4.0,1,0.5841194968553458
381,entropy,,1,3.0,1000,0.5841194968553458
382,entropy,,1,3.0,100,0.5841194968553458
383,entropy,,1,3.0,10,0.5841194968553458
384,entropy,4.0,sqrt,3.0,10,0.5841194968553458
385,entropy,4.0,sqrt,3.0,1,0.5841194968553458
386,entropy,4.0,sqrt,2.0,1000,0.5841194968553458
387,entropy,4.0,sqrt,2.0,100,0.5841194968553458
388,entropy,3.0,10,3.0,1,0.5841194968553458
389,entropy,3.0,10,3.0,10,0.5841194968553458
390,entropy,3.0,10,3.0,100,0.5841194968553458
391,entropy,3.0,10,3.0,1000,0.5841194968553458
392,entropy,3.0,10,4.0,1,0.5841194968553458
393,entropy,3.0,10,4.0,10,0.5841194968553458
394,entropy,,10,2.0,10,0.5841194968553458
395,entropy,,10,2.0,1,0.5841194968553458
396,entropy,,10,1.0,1000,0.5841194968553458
397,entropy,,10,1.0,100,0.5841194968553458
398,entropy,3.0,10,4.0,100,0.5841194968553458
399,entropy,3.0,10,4.0,1000,0.5841194968553458
400,entropy,3.0,10,5.0,1,0.5841194968553458
401,entropy,3.0,10,5.0,10,0.5841194968553458
402,entropy,3.0,10,5.0,100,0.5841194968553458
403,entropy,3.0,10,5.0,1000,0.5841194968553458
404,entropy,,10,1.0,10,0.5841194968553458
405,entropy,,10,1.0,1,0.5841194968553458
406,entropy,,1,5.0,1000,0.5841194968553458
407,entropy,4.0,sqrt,1.0,1,0.5841194968553458
408,entropy,4.0,sqrt,1.0,10,0.5841194968553458
409,entropy,4.0,sqrt,1.0,100,0.5841194968553458
410,entropy,4.0,sqrt,1.0,1000,0.5841194968553458
411,entropy,4.0,sqrt,2.0,1,0.5841194968553458
412,entropy,4.0,sqrt,2.0,10,0.5841194968553458
413,entropy,5.0,sqrt,2.0,100,0.5841194968553458
414,entropy,5.0,sqrt,4.0,100,0.5841194968553458
415,entropy,5.0,sqrt,3.0,1,0.5841194968553458
416,entropy,10.0,log2,3.0,100,0.5841194968553458
417,entropy,10.0,log2,1.0,10,0.5841194968553458
418,entropy,10.0,log2,1.0,100,0.5841194968553458
419,entropy,10.0,log2,1.0,1000,0.5841194968553458
420,entropy,10.0,log2,2.0,1,0.5841194968553458
421,entropy,10.0,log2,2.0,10,0.5841194968553458
422,entropy,10.0,log2,2.0,100,0.5841194968553458
423,entropy,10.0,log2,2.0,1000,0.5841194968553458
424,entropy,10.0,log2,3.0,1,0.5841194968553458
425,entropy,,sqrt,2.0,1000,0.5841194968553458
426,entropy,,sqrt,2.0,100,0.5841194968553458
427,entropy,,sqrt,2.0,10,0.5841194968553458
428,entropy,10.0,log2,3.0,10,0.5841194968553458
429,entropy,10.0,log2,3.0,1000,0.5841194968553458
430,entropy,,sqrt,3.0,1,0.5841194968553458
431,entropy,10.0,log2,4.0,1,0.5841194968553458
432,entropy,10.0,log2,4.0,10,0.5841194968553458
433,entropy,10.0,log2,4.0,100,0.5841194968553458
434,entropy,10.0,log2,4.0,1000,0.5841194968553458
435,entropy,10.0,log2,5.0,1,0.5841194968553458
436,entropy,10.0,log2,5.0,10,0.5841194968553458
437,entropy,10.0,log2,5.0,100,0.5841194968553458
438,entropy,10.0,log2,5.0,1000,0.5841194968553458
439,entropy,,sqrt,2.0,1,0.5841194968553458
440,entropy,,sqrt,1.0,1000,0.5841194968553458
441,entropy,,sqrt,1.0,100,0.5841194968553458
442,entropy,,sqrt,1.0,10,0.5841194968553458
443,entropy,10.0,log2,1.0,1,0.5841194968553458
444,entropy,,sqrt,3.0,10,0.5841194968553458
445,entropy,5.0,10,5.0,100,0.5841194968553458
446,entropy,10.0,sqrt,3.0,10,0.5841194968553458
447,entropy,,sqrt,5.0,1,0.5841194968553458
448,entropy,,sqrt,4.0,1000,0.5841194968553458
449,entropy,,sqrt,4.0,100,0.5841194968553458
450,entropy,10.0,sqrt,1.0,1,0.5841194968553458
451,entropy,10.0,sqrt,1.0,10,0.5841194968553458
452,entropy,10.0,sqrt,1.0,100,0.5841194968553458
453,entropy,10.0,sqrt,1.0,1000,0.5841194968553458
454,entropy,10.0,sqrt,2.0,1,0.5841194968553458
455,entropy,10.0,sqrt,2.0,10,0.5841194968553458
456,entropy,10.0,sqrt,2.0,100,0.5841194968553458
457,entropy,10.0,sqrt,2.0,1000,0.5841194968553458
458,entropy,10.0,sqrt,3.0,1,0.5841194968553458
459,entropy,10.0,sqrt,3.0,100,0.5841194968553458
460,entropy,,sqrt,3.0,100,0.5841194968553458
461,entropy,10.0,sqrt,3.0,1000,0.5841194968553458
462,entropy,10.0,sqrt,4.0,1,0.5841194968553458
463,entropy,,sqrt,4.0,10,0.5841194968553458
464,entropy,,sqrt,4.0,1,0.5841194968553458
465,entropy,,sqrt,3.0,1000,0.5841194968553458
466,entropy,10.0,sqrt,4.0,10,0.5841194968553458
467,entropy,10.0,sqrt,4.0,100,0.5841194968553458
468,entropy,10.0,sqrt,4.0,1000,0.5841194968553458
469,entropy,10.0,sqrt,5.0,1,0.5841194968553458
470,entropy,10.0,sqrt,5.0,10,0.5841194968553458
471,entropy,10.0,sqrt,5.0,100,0.5841194968553458
472,entropy,10.0,sqrt,5.0,1000,0.5841194968553458
473,entropy,10.0,,1.0,1,0.5841194968553458
474,entropy,10.0,,1.0,10,0.5841194968553458
475,entropy,10.0,,1.0,100,0.5841194968553458
476,entropy,10.0,10,4.0,1000,0.5841194968553458
477,entropy,10.0,1,3.0,10,0.5841194968553458
478,entropy,10.0,1,3.0,100,0.5841194968553458
479,entropy,10.0,1,3.0,1000,0.5841194968553458
480,entropy,10.0,1,4.0,1,0.5841194968553458
481,entropy,10.0,1,4.0,10,0.5841194968553458
482,entropy,10.0,1,4.0,100,0.5841194968553458
483,entropy,10.0,1,4.0,1000,0.5841194968553458
484,entropy,10.0,1,5.0,1,0.5841194968553458
485,entropy,10.0,1,5.0,10,0.5841194968553458
486,entropy,10.0,1,5.0,100,0.5841194968553458
487,entropy,10.0,1,5.0,1000,0.5841194968553458
488,entropy,10.0,10,5.0,1,0.5841194968553458
489,entropy,10.0,10,4.0,100,0.5841194968553458
490,entropy,10.0,,1.0,1000,0.5841194968553458
491,entropy,10.0,10,4.0,10,0.5841194968553458
492,entropy,10.0,10,4.0,1,0.5841194968553458
493,entropy,10.0,10,3.0,1000,0.5841194968553458
494,entropy,10.0,10,3.0,100,0.5841194968553458
495,entropy,10.0,10,3.0,10,0.5841194968553458
496,entropy,10.0,10,1.0,1,0.5841194968553458
497,entropy,10.0,10,1.0,10,0.5841194968553458
498,entropy,10.0,10,1.0,100,0.5841194968553458
499,entropy,10.0,10,1.0,1000,0.5841194968553458
500,entropy,10.0,10,2.0,1,0.5841194968553458
501,entropy,10.0,10,2.0,10,0.5841194968553458
502,entropy,10.0,10,2.0,100,0.5841194968553458
503,entropy,10.0,1,3.0,1,0.5841194968553458
504,entropy,10.0,1,2.0,1000,0.5841194968553458
505,entropy,10.0,1,2.0,100,0.5841194968553458
506,entropy,10.0,1,2.0,10,0.5841194968553458
507,entropy,10.0,,2.0,1,0.5841194968553458
508,entropy,,sqrt,1.0,1,0.5841194968553458
509,entropy,10.0,10,5.0,1000,0.5841194968553458
510,entropy,10.0,,2.0,10,0.5841194968553458
511,entropy,10.0,,2.0,100,0.5841194968553458
512,entropy,10.0,,2.0,1000,0.5841194968553458
513,entropy,10.0,,3.0,1,0.5841194968553458
514,entropy,10.0,,3.0,10,0.5841194968553458
515,entropy,10.0,,3.0,100,0.5841194968553458
